,MaterialTecho,Habitantes/Vivienda,Mal_Olor,Mal_Color,Sedimentos,Mal_Sabor,MaterialPiso,Cepillado,Edad,Sanitarios,Ducha,LavadoAntesComer,Purificacion,LavadoPostSanitario,AnimalDomestico,Etnia,Alcantarillado,Prevalencia
148,3,4.666666666666667,0.0,0.0,0.0,0.0,6,2.3333333333333335,30.166666666666668,1.0,2.0,2.0,2,2.0,1.8333333333333333,3,1.0,1.0
149,0,5.2272727272727275,0.045454545454545456,0.22727272727272727,0.18181818181818182,0.09090909090909091,6,2.272727272727273,38.63636363636363,0.9090909090909091,1.9545454545454546,2.0,2,2.0,2.0,3,1.0,1.0
150,0,3.7142857142857144,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,2,2.7142857142857144,34.57142857142857,0.9285714285714286,1.9285714285714286,1.9285714285714286,2,1.8571428571428572,1.6428571428571428,3,1.0,1.0
151,0,5.5,0.0,0.0,0.0,0.0,2,3.0,31.0,1.0,2.0,2.0,2,2.0,2.0,2,1.0,2.0
152,4,4.681159420289855,0.014492753623188406,0.057971014492753624,0.2028985507246377,0.028985507246376812,2,2.391304347826087,37.072463768115945,0.984375,1.855072463768116,1.5797101449275361,4,1.8985507246376812,1.5217391304347827,0,1.0289855072463767,0.0
153,0,6.0,0.0,0.3333333333333333,0.3333333333333333,0.0,2,2.6666666666666665,27.0,1.0,2.0,2.0,2,2.0,1.6666666666666667,3,2.0,1.0
154,0,4.325,0.05,0.25,0.125,0.05,2,2.95,41.325,1.0,1.925,1.925,2,1.975,1.825,3,1.0,1.0
155,4,4.28,0.0,0.24,0.24,0.0,6,2.76,37.28,0.9545454545454546,1.8,1.88,2,1.96,1.68,0,1.52,1.0
156,0,6.586206896551724,0.034482758620689655,0.13793103448275862,0.034482758620689655,0.06896551724137931,2,2.9655172413793105,32.96551724137931,1.0689655172413792,1.8620689655172413,1.896551724137931,2,1.8620689655172413,1.6206896551724137,3,1.1724137931034482,1.0
157,0,4.857142857142857,0.14285714285714285,0.42857142857142855,0.25,0.07142857142857142,2,2.7857142857142856,37.285714285714285,1.0714285714285714,1.9642857142857142,1.9285714285714286,2,1.9285714285714286,1.8928571428571428,3,1.0,1.0
158,0,5.666666666666667,0.0,0.5238095238095238,0.09523809523809523,0.047619047619047616,2,2.6666666666666665,40.57142857142857,0.9523809523809523,1.8571428571428572,1.9523809523809523,4,2.0,1.9523809523809523,3,1.0,2.0
159,0,6.5625,0.0625,0.375,0.0,0.0625,6,2.5,38.3125,1.0,1.625,2.0,2,2.0,1.9375,2,1.0,1.0
160,0,3.6,0.0,0.0,0.0,0.0,6,2.4,37.8,1.0,2.0,2.0,2,2.0,2.0,3,1.0,1.0
161,0,5.0,0.0,0.25,0.25,0.0,1,2.25,51.0,1.0,2.0,2.0,2,2.0,2.0,2,1.25,2.0
162,0,4.0,0.0,0.0,0.0,0.0,2,2.0,28.75,1.0,2.0,2.0,2,2.0,2.0,2,1.0,2.0
163,0,4.958333333333333,0.0,0.041666666666666664,0.0,0.041666666666666664,2,2.625,34.291666666666664,0.875,1.875,2.0,2,1.9166666666666667,1.7916666666666667,2,1.6666666666666667,2.0
164,0,5.0,0.0,0.0,0.0,0.0,2,2.8,37.2,1.0,2.0,1.8,2,2.0,2.0,3,1.4,1.0
165,3,3.888888888888889,0.0,0.0,0.0,0.0,2,2.5555555555555554,44.888888888888886,1.0,2.0,2.0,2,2.0,1.8888888888888888,3,1.1111111111111112,1.0
166,0,5.4,0.0,0.26666666666666666,0.6666666666666666,0.0,2,3.066666666666667,40.333333333333336,1.0,1.8666666666666667,2.0,2,2.0,1.8666666666666667,2,1.0,1.0
167,0,5.142857142857143,0.0,0.2857142857142857,0.2857142857142857,0.0,2,2.5714285714285716,37.714285714285715,1.0,2.0,2.0,2,2.0,2.0,3,1.0,1.0
168,0,5.857142857142857,0.10714285714285714,0.32142857142857145,0.0,0.10714285714285714,2,2.7142857142857144,36.964285714285715,1.0,1.9285714285714286,1.9285714285714286,2,1.9642857142857142,1.8214285714285714,3,1.0714285714285714,1.0
169,0,4.538461538461538,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.38461538461538464,2,2.3846153846153846,35.84615384615385,1.0769230769230769,2.0,1.7692307692307692,2,1.9230769230769231,1.6153846153846154,3,1.6923076923076923,1.0
170,0,5.487804878048781,0.04878048780487805,0.0975609756097561,0.6585365853658537,0.024390243902439025,2,2.4634146341463414,33.8780487804878,0.9512195121951219,1.951219512195122,1.951219512195122,2,1.951219512195122,1.8780487804878048,2,1.3658536585365855,1.0
171,0,3.6666666666666665,0.0,0.0,0.3333333333333333,0.0,2,3.0,37.0,1.0,2.0,2.0,2,2.0,2.0,2,1.0,0.0
172,3,6.0,0.08333333333333333,0.75,1.0,0.08333333333333333,2,2.9166666666666665,32.5,1.0,2.0,2.0,2,2.0,1.8333333333333333,3,1.0,2.0
173,0,5.0,0.0,0.0,0.0,0.0,2,3.0,34.6,1.0,2.0,2.0,2,2.0,1.6,3,1.0,1.0
174,3,3.5,0.0,0.0,1.0,0.0,2,2.5,33.5,1.0,2.0,2.0,2,2.0,2.0,2,1.0,1.0
175,4,4.5,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.07142857142857142,2,2.7857142857142856,37.642857142857146,1.0,1.9285714285714286,1.9285714285714286,2,1.9285714285714286,1.7142857142857142,3,1.1428571428571428,1.0
176,0,5.333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,2,2.7777777777777777,33.44444444444444,1.0,2.0,1.7777777777777777,2,1.8888888888888888,2.0,3,1.0,2.0
177,4,5.2727272727272725,0.09090909090909091,0.7272727272727273,0.36363636363636365,0.0,2,1.6363636363636365,36.90909090909091,0.6363636363636364,1.6363636363636365,1.6363636363636365,4,1.9090909090909092,1.9090909090909092,0,1.0,0.0
178,4,4.0,0.0,0.75,0.5,0.0,2,3.0,30.75,0.75,2.0,2.0,2,2.0,2.0,3,1.25,1.0
179,0,6.45945945945946,0.0,0.05405405405405406,0.05405405405405406,0.0,6,2.3513513513513513,35.054054054054056,0.8108108108108109,1.7297297297297298,1.972972972972973,2,1.945945945945946,1.7837837837837838,3,1.0,1.0
180,4,5.203125,0.0,0.078125,0.21875,0.0,2,2.40625,35.65625,1.0,1.890625,1.6875,5,1.921875,1.71875,3,1.078125,1.0
181,0,5.2272727272727275,0.09090909090909091,0.045454545454545456,0.6363636363636364,0.09090909090909091,2,2.8181818181818183,35.18181818181818,1.0,2.0,2.0,2,1.9545454545454546,2.0,3,1.0909090909090908,1.0
182,0,7.5,0.0,0.0,0.0,0.0,2,3.0,40.0,1.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
183,0,4.5,0.0,0.0625,0.625,0.0,2,2.6875,35.875,1.0625,2.0,2.0,2,1.9375,1.875,2,2.0,1.0
184,0,4.0,0.04,0.08,0.0,0.24,2,2.88,36.8,1.0,2.0,1.96,2,2.0,1.76,3,1.0,1.0
185,0,5.285714285714286,0.05714285714285714,0.11428571428571428,0.14285714285714285,0.08571428571428572,2,2.914285714285714,35.0,1.0,1.6571428571428573,2.0,2,2.0,1.7142857142857142,3,1.0,1.0
186,0,5.268656716417911,0.014925373134328358,0.208955223880597,0.1044776119402985,0.014925373134328358,2,2.8208955223880596,40.61194029850746,1.0,1.9850746268656716,2.0,2,1.9850746268656716,1.7611940298507462,3,1.0597014925373134,1.0
187,0,4.5,0.5,0.625,0.0,0.5,6,2.375,34.75,1.0,1.625,1.875,2,2.0,1.75,3,1.0,1.0
188,0,4.0,0.0,0.0,0.0,0.0,6,1.0,40.0,1.0,1.0,2.0,2,2.0,2.0,0,1.0,2.0
189,0,4.0,0.0,0.0,0.5,0.0,2,2.5,30.0,1.0,2.0,2.0,2,2.0,2.0,3,1.0,1.0
190,0,5.137931034482759,0.034482758620689655,0.1206896551724138,0.08620689655172414,0.0,2,2.7413793103448274,35.724137931034484,1.0344827586206897,1.9827586206896552,1.9655172413793103,2,1.9827586206896552,1.8793103448275863,3,1.0344827586206897,2.0
191,0,5.142857142857143,0.0,0.2857142857142857,0.42857142857142855,0.0,6,2.857142857142857,47.285714285714285,1.0,2.0,2.0,2,2.0,1.7142857142857142,3,1.0,1.0
192,0,5.066666666666666,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.0,2,2.7333333333333334,38.43333333333333,1.0333333333333334,1.9333333333333333,2.0,2,1.9666666666666666,1.8333333333333333,3,1.0,1.0
193,4,7.2,0.0,0.2,0.0,0.0,6,2.2,38.2,0.0,1.4,2.0,2,2.0,2.0,3,1.0,0.0
194,0,4.428571428571429,0.0,0.2857142857142857,0.07142857142857142,0.0,6,2.357142857142857,32.642857142857146,0.9285714285714286,1.9285714285714286,2.0,2,2.0,1.7142857142857142,3,1.0,1.0
195,0,5.0,0.0,0.0,0.0,0.0,2,3.0,17.0,1.0,2.0,2.0,2,2.0,1.0,3,2.0,2.0
196,0,4.329545454545454,0.0,0.3522727272727273,0.1590909090909091,0.0,2,3.0,41.39772727272727,1.0,1.9886363636363635,2.0,2,2.0,1.4431818181818181,3,1.6136363636363635,2.0
197,0,3.0,0.0,0.0,1.0,0.0,2,1.0,27.0,1.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
198,4,5.076923076923077,0.0,0.0,0.0,0.0,6,2.3076923076923075,33.84615384615385,0.6153846153846154,1.6153846153846154,2.0,2,2.0,2.0,3,1.0,1.0
199,0,5.0,0.0,0.0,0.0,0.0,1,3.0,36.5,1.0,2.0,2.0,2,2.0,1.5,3,1.0,2.0
200,4,4.2,0.0,0.0,0.0,0.0,2,2.6,44.8,1.0,2.0,1.8,2,2.0,2.0,3,1.0,0.0
201,0,4.470588235294118,0.0,0.058823529411764705,0.9411764705882353,0.0,2,3.176470588235294,32.470588235294116,0.8823529411764706,1.7647058823529411,1.9411764705882353,2,2.0,1.9411764705882353,3,1.0,2.0
202,4,3.973913043478261,0.02608695652173913,0.3217391304347826,0.008695652173913044,0.017391304347826087,2,2.6695652173913045,40.25217391304348,1.0,1.9565217391304348,1.982608695652174,2,1.982608695652174,1.8869565217391304,3,1.6,1.0
203,0,4.875,0.0,0.0,0.9583333333333334,0.0,2,3.0,36.083333333333336,1.0416666666666667,1.9583333333333333,2.0,2,2.0,1.9166666666666667,3,1.0,1.0
204,3,4.875,0.0,0.0,0.0,0.0,2,2.875,30.875,1.0,1.875,2.0,2,2.0,1.375,3,1.0,2.0
205,0,3.5,0.0,0.0,1.0,0.0,0,3.0,41.0,1.0,2.0,2.0,2,1.75,2.0,3,1.0,1.0
206,0,3.75,0.0,0.6,0.6,0.2,2,3.0,37.4,1.0,1.8,1.8,2,1.8,1.8,3,1.0,2.0
207,0,3.3333333333333335,0.0,0.0,1.0,0.0,2,3.0,30.666666666666668,1.0,2.0,2.0,2,2.0,2.0,2,1.0,1.0
208,0,5.05,0.0,0.25,0.0,0.0,2,2.5,33.85,1.0,2.0,1.95,2,2.0,1.9,2,1.0,2.0
209,0,4.333333333333333,0.0,0.3333333333333333,0.0,0.0,2,2.6666666666666665,34.666666666666664,0.6666666666666666,2.0,2.0,2,2.0,1.6666666666666667,2,1.0,2.0
210,0,4.428571428571429,0.0,0.0,0.0,0.0,2,2.2857142857142856,31.857142857142858,1.0,2.0,2.0,2,2.0,2.0,2,1.0,2.0
211,4,3.0,0.0,0.3333333333333333,0.0,0.0,2,3.3333333333333335,37.0,0.6666666666666666,1.6666666666666667,2.0,2,2.0,1.6666666666666667,3,1.3333333333333333,1.0
212,3,4.071428571428571,0.0,0.2857142857142857,0.35714285714285715,0.0,2,2.7857142857142856,32.357142857142854,1.0,1.9285714285714286,2.0,2,2.0,2.0,3,1.0,1.0
213,0,3.8461538461538463,0.0,0.3076923076923077,0.0,0.0,2,2.923076923076923,35.07692307692308,1.0,2.0,1.9230769230769231,2,2.0,1.7692307692307692,3,1.0,1.0
214,4,3.5,0.0,1.0,0.0,0.0,6,2.0,21.0,1.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
215,0,4.866666666666666,0.0,0.06666666666666667,0.6,0.06666666666666667,2,2.3333333333333335,36.733333333333334,1.0,1.8666666666666667,1.8,4,1.8666666666666667,1.5333333333333334,2,1.9333333333333333,1.0
216,0,4.714285714285714,0.0,0.0,0.02857142857142857,0.0,2,3.4285714285714284,33.25714285714286,1.0,1.7714285714285714,1.8571428571428572,2,1.8571428571428572,1.7428571428571429,2,1.0285714285714285,0.0
217,0,4.617647058823529,0.058823529411764705,0.08823529411764706,0.29411764705882354,0.0,2,2.411764705882353,32.94117647058823,1.0,2.0,1.9705882352941178,2,1.9411764705882353,1.5588235294117647,2,1.9411764705882353,2.0
218,0,6.0,0.0,0.0,0.0,0.0,2,3.0,40.0,1.0,2.0,2.0,4,2.0,2.0,2,1.0,2.0
219,3,4.0,0.0,0.0,0.0,0.0,3,2.0,30.0,1.0,1.0,2.0,2,2.0,2.0,3,2.0,2.0
220,0,4.75,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.1111111111111111,2,2.5555555555555554,37.72222222222222,0.9722222222222222,1.9722222222222223,1.9722222222222223,2,1.9722222222222223,1.6388888888888888,2,1.9444444444444444,1.0
221,0,4.666666666666667,0.0,0.8666666666666667,0.7333333333333333,0.2,2,2.7333333333333334,35.13333333333333,1.0,1.9333333333333333,2.0,2,2.0,1.7333333333333334,3,1.0666666666666667,2.0
222,0,4.833333333333333,0.0,0.0,0.0,0.0,2,2.3333333333333335,37.416666666666664,1.0833333333333333,1.9166666666666667,2.0,2,2.0,1.3333333333333333,3,1.0,1.0
223,4,4.5,0.0,0.125,0.0,0.0,6,2.875,30.0,0.5,1.75,2.0,2,2.0,2.0,3,1.0,1.0
224,4,4.608695652173913,0.0,0.17391304347826086,0.0,0.0,2,3.0,39.43478260869565,1.0,1.9130434782608696,2.0,2,2.0,1.3043478260869565,3,1.7391304347826086,2.0
225,4,4.777777777777778,0.0,0.0,0.0,0.0,2,2.6666666666666665,35.27777777777778,1.0,1.9444444444444444,2.0,2,2.0,1.6666666666666667,0,1.0,1.0
226,0,5.357142857142857,0.0,0.7857142857142857,0.0,0.0,2,2.7857142857142856,33.785714285714285,1.0,1.9285714285714286,1.9285714285714286,2,2.0,2.0,3,1.0714285714285714,1.0
227,3,4.666666666666667,0.0,0.0,0.0,0.0,6,2.6666666666666665,46.0,1.0,2.0,2.0,2,2.0,1.6666666666666667,3,1.0,2.0
228,0,5.0,0.0,0.0,0.0,0.0,6,2.0,32.0,1.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
229,4,5.0,0.0,0.0,0.0,0.0,6,2.0,55.0,1.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
230,4,4.916666666666667,0.0,0.08333333333333333,0.0,0.16666666666666666,2,2.5833333333333335,35.833333333333336,0.8333333333333334,1.9166666666666667,2.0,2,2.0,1.9166666666666667,3,1.0833333333333333,2.0
231,0,4.916666666666667,0.0,0.0,0.125,0.0,1,2.7083333333333335,39.458333333333336,0.9583333333333334,1.9583333333333333,2.0,2,2.0,2.0,3,1.0,1.0
232,0,4.1923076923076925,0.0,0.5384615384615384,0.15384615384615385,0.0,2,2.576923076923077,36.92307692307692,1.0384615384615385,1.6538461538461537,1.9615384615384615,2,1.9615384615384615,1.6538461538461537,3,1.0,1.0
233,3,4.75,0.0,0.25,0.25,0.0,2,3.0,37.75,1.0,2.0,2.0,2,2.0,1.75,3,1.0,2.0
234,3,5.0,0.0,0.0,0.0,0.0,2,3.0,36.0,1.0,2.0,2.0,2,2.0,1.0,3,1.0,2.0
235,0,5.2,0.0,0.4,0.0,0.0,2,2.4,33.2,1.0,1.8,1.8,2,1.8,2.0,3,1.0,2.0
236,0,3.6666666666666665,0.0,1.0,0.0,0.0,6,2.6666666666666665,30.333333333333332,1.0,1.3333333333333333,1.6666666666666667,2,1.6666666666666667,1.6666666666666667,3,1.0,1.0
237,0,4.190476190476191,0.0,0.09523809523809523,0.047619047619047616,0.0,2,2.761904761904762,32.95238095238095,0.8095238095238095,2.0,2.0,2,1.9523809523809523,1.9523809523809523,2,1.0,1.0
238,0,4.153846153846154,0.0,0.0,0.0,0.0,6,2.1538461538461537,44.07692307692308,1.0,2.0,2.0,2,2.0,1.9230769230769231,3,1.0,2.0
239,0,4.923076923076923,0.23076923076923078,0.7692307692307693,0.7692307692307693,0.15384615384615385,6,2.8461538461538463,35.0,1.0769230769230769,2.0,2.0,2,2.0,2.0,3,1.0,2.0
240,0,3.9166666666666665,0.08333333333333333,0.6666666666666666,0.08333333333333333,0.0,2,2.75,40.25,1.0,2.0,2.0,2,2.0,1.9166666666666667,3,1.1666666666666667,0.0
241,0,4.346153846153846,0.0,0.038461538461538464,0.2692307692307692,0.0,2,2.769230769230769,35.5,0.8846153846153846,1.8076923076923077,1.8846153846153846,2,1.8461538461538463,1.6923076923076923,3,1.1538461538461537,1.0
242,0,5.0,0.0,0.0,0.0,0.0,2,3.0,42.0,1.0,2.0,2.0,2,2.0,1.0,3,1.0,2.0
243,0,4.8,0.0,0.4,0.0,0.0,2,2.4,33.2,1.0,2.0,1.6,2,2.0,2.0,3,1.0,2.0
244,0,4.0,0.0,0.0,1.0,0.0,1,3.0,29.0,1.0,2.0,2.0,2,2.0,2.0,2,1.5,2.0
245,0,5.444444444444445,0.2222222222222222,0.0,0.1111111111111111,0.0,6,2.4444444444444446,36.44444444444444,0.5555555555555556,1.6666666666666667,1.8888888888888888,2,2.0,2.0,3,1.0,2.0
246,0,6.111111111111111,0.0,0.0,0.05555555555555555,0.0,2,2.611111111111111,35.44444444444444,1.0555555555555556,1.8888888888888888,1.8888888888888888,2,1.9444444444444444,1.8333333333333333,3,1.1111111111111112,2.0
247,0,5.76,0.0,0.04,0.0,0.04,2,2.76,38.6,1.04,1.96,1.96,2,2.0,1.92,3,1.08,2.0
248,4,5.260273972602739,0.0136986301369863,0.0273972602739726,0.8356164383561644,0.0,6,2.3424657534246576,33.56164383561644,0.9315068493150684,1.9589041095890412,1.9589041095890412,4,1.9452054794520548,1.7534246575342465,2,1.6575342465753424,1.0
249,3,4.166666666666667,0.0,0.0,0.0,0.0,2,2.3333333333333335,40.166666666666664,1.1666666666666667,2.0,2.0,2,2.0,1.8333333333333333,3,1.0,2.0
250,0,3.4,0.0,0.0,0.0,0.0,6,2.0,41.2,1.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
251,0,5.1,0.0,0.0,0.0,0.1,2,2.7,42.2,1.2,2.0,1.9,2,1.9,1.8,3,1.1,1.0
252,3,3.5,0.0,0.0,0.0,0.0,2,1.75,45.5,1.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
253,0,5.190476190476191,0.047619047619047616,0.09523809523809523,0.3333333333333333,0.0,2,2.6666666666666665,35.61904761904762,1.0,2.0,2.0,2,1.8571428571428572,1.8095238095238095,3,1.2857142857142858,1.0
254,0,4.0,0.0,0.0,0.18181818181818182,0.5454545454545454,6,2.6363636363636362,34.63636363636363,0.45454545454545453,1.3636363636363635,2.0,4,2.0,1.6363636363636365,3,1.0,1.0
255,0,3.764705882352941,0.0,0.0,0.0,0.0,2,2.9411764705882355,34.94117647058823,1.0,2.0,1.8235294117647058,2,1.9411764705882353,2.0,2,1.0,0.0
256,0,4.8,0.2,0.2,0.6,0.1,2,3.0,36.6,1.0,2.0,2.0,2,2.0,2.0,3,1.2,1.0
257,0,4.426229508196721,0.01639344262295082,0.18032786885245902,0.08196721311475409,0.04918032786885246,2,2.459016393442623,40.131147540983605,0.9672131147540983,1.819672131147541,1.819672131147541,2,1.8688524590163935,1.6229508196721312,0,1.360655737704918,0.0
258,4,5.142857142857143,0.0,0.0,0.0,0.0,2,2.7142857142857144,32.57142857142857,1.0,1.7142857142857142,2.0,2,2.0,1.7142857142857142,3,1.0,1.0
259,0,5.138888888888889,0.027777777777777776,0.1388888888888889,0.1111111111111111,0.027777777777777776,2,2.611111111111111,38.25,1.0,1.7777777777777777,2.0,2,1.9444444444444444,1.8611111111111112,3,1.0,2.0
260,0,4.125,0.125,0.0,0.0,0.0,2,2.125,35.875,0.75,1.875,1.875,2,2.0,2.0,3,1.0,2.0
261,0,4.666666666666667,0.0,0.0,0.0,0.0,2,2.6666666666666665,45.0,1.0,2.0,2.0,4,2.0,1.6666666666666667,3,1.0,0.0
262,4,5.32,0.08,0.0,0.16,0.04,6,3.0,39.0,0.84,2.0,2.0,2,2.0,1.8,3,1.0,1.0
263,0,5.0476190476190474,0.14285714285714285,0.09523809523809523,0.09523809523809523,0.0,1,2.9523809523809526,40.38095238095238,1.0,1.9523809523809523,2.0,2,2.0,1.9047619047619047,3,1.1904761904761905,2.0
264,0,4.62962962962963,0.012345679012345678,0.1728395061728395,0.35802469135802467,0.024691358024691357,2,2.728395061728395,35.123456790123456,0.9629629629629629,1.9506172839506173,1.9135802469135803,2,1.9135802469135803,1.7901234567901234,3,1.0493827160493827,2.0
265,0,3.0,0.0,0.0,0.0,0.0,2,2.0,53.5,1.0,2.0,2.0,2,2.0,2.0,2,2.0,1.0
266,0,5.456521739130435,0.10869565217391304,0.1956521739130435,0.2608695652173913,0.2608695652173913,2,2.760869565217391,39.0,0.9782608695652174,1.4782608695652173,2.0,2,2.0,1.9130434782608696,3,0.9782608695652174,0.0
267,0,4.75,0.0,0.05,0.35,0.0,2,2.95,39.85,1.05,2.0,1.95,2,1.95,1.55,2,1.5,0.0
268,0,6.0,0.0,0.0,0.125,0.0,2,2.5,41.625,1.125,2.0,2.0,2,2.0,2.0,3,1.125,2.0
269,4,5.0,0.0,0.2,0.2,0.0,2,3.0,34.2,1.0,2.0,1.6,5,2.0,1.8,3,1.0,2.0
270,3,4.5,0.0,0.0,0.0,0.0,2,2.5,34.0,1.0,2.0,2.0,2,2.0,1.5,3,1.5,1.0
271,0,4.230769230769231,0.0,0.46153846153846156,0.07692307692307693,0.0,6,2.4615384615384617,38.92307692307692,1.0,1.9230769230769231,1.7692307692307692,2,1.9230769230769231,2.0,3,1.0,2.0
272,0,5.0,0.0,0.5714285714285714,0.42857142857142855,0.14285714285714285,2,3.0,41.0,1.0,1.8571428571428572,2.0,2,2.0,1.8571428571428572,3,1.0,1.0
273,0,5.25,0.0,0.25,0.75,0.0,2,2.25,32.25,1.0,1.75,2.0,2,2.0,2.0,3,1.0,2.0
274,0,4.67741935483871,0.0,0.2903225806451613,0.0967741935483871,0.0,2,2.870967741935484,37.03225806451613,1.032258064516129,2.0,2.0,2,1.935483870967742,1.7741935483870968,3,1.032258064516129,0.0
275,0,5.5,0.0,0.5,0.75,0.0,2,2.3333333333333335,37.833333333333336,1.0,2.0,2.0,2,2.0,2.0,2,1.0,2.0
276,0,4.428571428571429,0.14285714285714285,0.0,0.0,0.14285714285714285,2,2.857142857142857,41.857142857142854,1.0,1.4285714285714286,2.0,5,2.0,1.7142857142857142,3,1.0,1.0
277,3,5.6923076923076925,0.0,0.07692307692307693,0.0,0.0,6,2.3846153846153846,33.76923076923077,0.9230769230769231,2.0,2.0,2,2.0,1.9230769230769231,3,1.0,1.0
278,3,4.25,0.0,0.0,0.0,0.0,2,3.0,30.5,1.0,2.0,2.0,2,2.0,1.75,3,1.0,1.0
279,3,6.5,0.0,0.0,0.0,0.0,2,3.0,28.0,1.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
280,4,4.0,0.0,0.0,0.0,0.0,6,2.0,31.0,0.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
281,0,6.5,0.0,0.0,0.0,0.0,2,3.0,28.0,0.75,2.0,2.0,2,2.0,2.0,3,1.0,1.0
282,4,4.72972972972973,0.05405405405405406,0.24324324324324326,0.02702702702702703,0.16216216216216217,2,2.7027027027027026,36.513513513513516,0.972972972972973,1.7567567567567568,1.7297297297297298,2,1.7297297297297298,1.6486486486486487,3,1.0,1.0
283,4,5.226415094339623,0.03773584905660377,0.41509433962264153,0.20754716981132076,0.0,2,2.858490566037736,36.08490566037736,0.9905660377358491,1.830188679245283,1.9433962264150944,2,2.0,1.8584905660377358,3,1.0188679245283019,2.0
284,0,4.1875,0.0,0.0,0.0,0.0,2,3.25,31.3125,1.0208333333333333,1.8541666666666667,1.875,2,1.9166666666666667,1.5416666666666667,2,1.1666666666666667,1.0
285,0,4.608695652173913,0.0,0.0,0.0,0.0,6,2.3043478260869565,34.56521739130435,1.0,2.0,1.9565217391304348,2,1.9565217391304348,2.0,3,1.0,2.0
286,0,4.548387096774194,0.03225806451612903,0.7096774193548387,0.0,0.03225806451612903,2,2.7096774193548385,37.74193548387097,1.0,1.903225806451613,1.967741935483871,2,1.967741935483871,1.6451612903225807,3,1.1290322580645162,1.0
287,4,4.625,0.0,0.0,0.0,0.0,6,3.0,33.25,0.75,2.0,2.0,2,2.0,1.625,3,1.0,1.0
288,4,4.833333333333333,0.0,0.0,0.0,0.0,6,2.6666666666666665,37.0,1.0,1.3333333333333333,2.0,2,2.0,2.0,3,1.0,1.0
289,0,4.5,0.0,0.0,0.0,0.0,6,2.142857142857143,38.892857142857146,1.0,2.0,1.8571428571428572,2,1.9642857142857142,1.9285714285714286,3,1.0,2.0
290,4,4.0,0.0,1.0,0.0,0.0,2,3.0,39.0,1.0,2.0,2.0,2,2.0,2.0,3,1.0,2.0
291,0,3.608695652173913,0.0,0.0,0.9565217391304348,0.0,1,3.0,46.34782608695652,1.0,2.0,2.0,2,1.9565217391304348,1.9565217391304348,3,1.9130434782608696,0.0
292,0,5.375,0.0,0.125,0.0,0.0,6,2.375,35.125,1.0,2.0,2.0,2,2.0,2.0,3,1.0,1.0
293,4,4.463768115942029,0.014492753623188406,0.13043478260869565,0.043478260869565216,0.07246376811594203,2,2.5942028985507246,37.34782608695652,1.0,1.9130434782608696,1.8405797101449275,2,1.9565217391304348,1.7391304347826086,3,1.1159420289855073,1.0
294,3,4.8,0.0,0.0,0.0,0.0,6,2.2666666666666666,34.4,0.8,1.8,2.0,2,2.0,2.0,3,1.0,2.0
295,3,4.0,0.0,0.5,0.0,0.0,2,2.75,34.5,0.75,1.0,2.0,2,2.0,1.75,3,1.0,2.0
296,0,5.0,0.05263157894736842,0.2631578947368421,0.7894736842105263,0.10526315789473684,1,2.9473684210526314,35.63157894736842,1.0,2.0,2.0,2,2.0,1.9473684210526316,3,1.4736842105263157,0.0
297,4,4.5,0.0,1.0,0.0,0.0,2,2.0,37.75,1.0,2.0,2.0,2,2.0,2.0,3,1.0,0.0
298,4,4.75,0.0,0.0,0.875,0.0,2,3.0,35.375,1.0,2.0,1.875,2,1.875,1.75,2,1.875,0.0
299,0,4.75,0.0,0.0,0.375,0.0,2,2.625,34.625,1.0,2.0,2.0,4,2.0,1.625,2,2.0,0.0
300,0,3.8333333333333335,0.0,0.0,0.0,0.0,2,2.3333333333333335,37.333333333333336,1.0,2.0,2.0,2,2.0,1.8333333333333333,3,1.8333333333333333,0.0
301,0,3.6666666666666665,0.0,0.0,0.0,0.0,6,2.3333333333333335,39.0,0.6666666666666666,1.3333333333333333,2.0,2,1.6666666666666667,2.0,3,1.0,0.0
302,0,3.8333333333333335,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.0,2,2.5,36.5,1.0,1.9166666666666667,2.0,2,2.0,1.6666666666666667,3,1.4166666666666667,0.0
303,0,4.361111111111111,0.027777777777777776,0.19444444444444445,0.5,0.027777777777777776,1,2.9722222222222223,35.22222222222222,1.1111111111111112,2.0,2.0,2,1.9722222222222223,1.6666666666666667,3,1.8888888888888888,0.0
304,4,4.7,0.0,0.05,0.0,0.0,2,2.3,43.3,1.0,1.95,2.0,4,2.0,1.95,0,1.0,0.0
305,0,4.888888888888889,0.0,1.0,0.0,0.0,2,2.6666666666666665,35.44444444444444,1.0,1.6666666666666667,2.0,2,2.0,1.7777777777777777,3,1.0,0.0
